3402.77033	1.226E-24
3399.58482	1.234E-24
3318.34666	5.425E-24
3316.35412	5.445E-24
3285.99939	1.37E-24
3284.68734	1.414E-24
3282.36785	1.08E-24
3281.42182	1.099E-24
3240.63275	1.949E-23
3239.5522	1.953E-23
3233.52634	9.77E-24
3232.35932	1.004E-23
3229.50664	7.554E-24
3228.68754	7.662E-24
3183.65635	5.836E-23
3182.62667	5.97E-23
3179.15278	4.41E-23
3178.45415	4.459E-23
3177.71119	1.248E-24
3176.44155	1.238E-24
3169.66254	5.483E-23
3169.23815	5.484E-23
3136.29101	2.908E-22
3135.47717	6.113E-24
3135.39158	2.963E-22
3134.36401	6.082E-24
3131.1773	2.138E-22
3130.59332	2.155E-22
3105.66227	1.117E-22
3105.6593	1.116E-22
3096.32049	2.498E-23
3095.35763	2.491E-23
3091.34491	1.203E-21
3090.56948	1.221E-21
3085.45184	8.555E-22
3084.97745	8.603E-22
3060.41789	8.448E-23
3059.59997	8.438E-23
3049.26575	1.323E-22
3049.0601	1.324E-22
3048.74733	4.107E-21
3048.09045	4.155E-21
3041.84534	2.805E-21
3041.4765	2.814E-21
3028.06455	2.332E-22
3027.38684	2.333E-22
3008.44428	1.149E-20
3007.90153	1.159E-20
3000.22029	7.46E-21
2999.95375	7.471E-21
2999.71864	5.131E-22
2999.17751	5.136E-22
2976.04909	8.555E-22
2975.64245	8.568E-22
2970.40174	2.606E-20
2969.96962	2.622E-20
2960.43038	1.587E-20
2960.26367	1.587E-20
2957.95135	9.378E-22
2957.67891	9.391E-22
2934.60687	4.699E-20
2934.28255	4.717E-20
2922.32578	2.636E-20
2922.25556	2.634E-20
2905.22658	1.309E-21
2905.1367	1.311E-21
2901.06405	6.449E-20
2900.84396	6.464E-20
2888.80598	8.148E-22
2888.74471	8.159E-22
2885.79655	3.259E-20
2885.77807	3.263E-20
2880.60838	5.063E-25
2878.24733	3.889E-22
2878.1269	3.884E-22
2877.31611	5.096E-25
2874.87176	2.649E-24
2872.49198	2.66E-24
2872.44519	1.47E-22
2871.98298	1.469E-22
2871.35076	1.191E-23
2870.37939	4.564E-23
2869.77164	5.819E-20
2869.75076	1.194E-23
2869.64812	5.825E-20
2869.42109	4.566E-23
2867.23572	5.274E-25
2859.889	5.407E-25
2855.09766	3.586E-24
2852.56164	1.333E-24
2850.82743	2.616E-20
2850.73859	2.62E-20
2850.01626	1.344E-24
2849.09861	3.661E-24
2844.23249	2.084E-23
2841.83554	6.987E-24
2840.12562	7.029E-24
2839.45433	2.119E-23
2834.622	1.037E-22
2832.36085	3.083E-23
2831.35784	3.093E-23
2830.93607	1.051E-22
2826.24997	4.432E-22
2824.12609	1.144E-22
2823.69672	1.146E-22
2823.52479	4.475E-22
2819.10172	1.635E-21
2817.20152	1.646E-21
2817.13075	3.581E-22
2817.12589	3.581E-22
2813.16227	5.247E-21
2811.94534	5.27E-21
2811.6557	9.534E-22
2811.36384	9.544E-22
2808.41376	1.486E-20
